fast_period,slow_period,orders,final_equity,total_return_pct,max_drawdown_pct,sharpe_ratio
10,50,721,9987.134274880924,-0.12865725119076687,0.8744619895151119,-0.10840329336306377
10,100,446,10053.206077614694,0.5320607761469365,0.7489695092865023,0.46343442584958733
10,200,334,10023.90356021876,0.23903560218758724,0.9168405391806013,0.20629107374305877
20,50,499,10025.338725203801,0.2533872520380065,0.6890805728033956,0.2214237431836284
20,100,320,10064.123594877297,0.6412359487729669,0.7304503636210711,0.5529814986247046
20,200,256,10048.866465391393,0.4886646539139283,0.916437169303807,0.42096175019834264
30,50,422,10049.174273256147,0.49174273256147316,0.7015457048444427,0.42784405916671897
30,100,276,10071.813723722893,0.718137237228933,0.7571435988746713,0.6212296390545241
30,200,218,10054.34718580801,0.5434718580801023,0.8845684199875902,0.4691278454450459
